,chr9:72005566,chrX:135290920,chr10:115242087,chr11:72286713,chr11:72284423,chr22:36290864,chr16:14582114,chr21:28339062,chr17:40588365,chr5:169290519,chrX:135291290,chr11:72284673,chr18:10452969,chr18:10453069,chr16:14582404,chr5:169289769,chr9:72005256,chr14:75749053,target
SRR24150263,0.0,7.097979323586231,0.0,5.7966831142620885,0.3548989661793115,4.850285871117257,24.842927632551806,0.8280975877517269,1.3012962093241423,0.0,10.292070019200034,0.3548989661793115,0.0,0.0,26.85402177423457,0.0,0.0,1.1829965539310383,1
SRR24150268,2.9496919710416942,11.356314088510521,3.539630365250033,5.456930146427134,1.6223305840729318,7.22674532905215,12.241221679823031,0.5899383942083387,1.7698151826250166,0.7374229927604236,13.568583066791794,1.7698151826250166,2.9496919710416942,3.097176569593779,11.651283285614692,2.2122689782812706,3.539630365250033,3.097176569593779,0
SRR24150269,0.0,15.895743936638386,1.0302796995969326,4.56266724107213,0.0,9.419700110600527,16.337292379322786,0.0,0.0,0.5887312569125329,17.220389264691587,0.0,1.1774625138250658,1.1774625138250658,16.631658007779052,1.0302796995969326,0.0,1.4718281422813322,1
SRR24150270,0.40753386113949325,9.509123426588173,3.531960129875608,4.618717092914256,0.13584462037983108,5.162095574433581,15.757975964060403,0.27168924075966217,1.901824685317635,2.8527370279764526,10.731725010006656,0.8150677222789865,1.4942908241781419,1.765980064937804,17.38811140861838,4.0753386113949315,0.27168924075966217,2.309358546457128,0
SRR24150271,1.1786690660439954,12.96535972648395,7.661348929285971,8.987351628585465,1.031335432788496,2.9466726651099884,34.18140291527587,0.14733363325549942,0.8840017995329965,0.0,14.880696958805443,1.031335432788496,0.14733363325549942,0.14733363325549942,34.18140291527587,0.5893345330219977,0.7366681662774971,5.451344430453479,1
SRR24150273,0.0,10.016745995956038,31.385804120662254,8.547623249882488,1.4691227460735525,3.6060285585441743,20.83483167158856,0.0,2.671132265588277,0.5342264531176555,11.485868742029592,1.4691227460735525,1.6026793593529665,1.6026793593529665,20.167048605191493,1.068452906235311,0.0,1.3355661327941386,1
SRR24150274,0.11368635333457139,9.663340033438567,0.6821181200074282,3.5242769533717127,1.591608946683999,9.549653680103996,19.667739126880846,0.45474541333828555,0.3410590600037141,4.8885131933865695,11.823380746795424,1.7052953000185707,2.8421588333642847,2.6147861266951415,19.89511183354999,6.480122140070568,0.22737270666914278,2.5010997733605707,0
SRR24150264,0.5463052793508145,7.921426550586811,0.27315263967540726,3.9607132752934056,1.912068477727851,6.145934392696663,13.111326704419549,0.5463052793508145,0.0,0.27315263967540726,10.652952947340882,1.7754921578901472,0.5463052793508145,0.5463052793508145,11.745563506042513,1.092610558701629,0.27315263967540726,1.3657631983770362,0
SRR24150265,0.7123337502068736,11.041173128206541,0.2374445834022912,5.93611458505728,1.4246675004137472,7.123337502068736,23.388291465125683,1.780834375517184,2.730612709126349,0.2374445834022912,14.246675004137472,1.0685006253103104,0.4748891668045824,0.4748891668045824,25.169125840642867,0.7123337502068736,0.9497783336091647,3.917835626137805,1
SRR24150266,2.450811364929693,12.390213011589003,1.2254056824648465,7.080121720908001,0.4084685608216155,10.620182581362002,14.160243441816002,0.272312373881077,0.544624747762154,2.8592799257513084,14.568712002637618,1.2254056824648465,1.4977180563459234,1.633874243286462,14.977180563459234,5.5824036645620785,1.9061866171675388,0.0,0
SRR24150267,0.0,10.96446277513111,0.12182736416812347,3.0456841042030867,0.24365472833624693,4.629439838388691,30.944150498703365,1.5837557341856052,1.0964462775131112,0.0,12.304563780980471,0.24365472833624693,0.7309641850087408,0.7309641850087408,31.796942047880226,0.0,0.0,0.8527915491768643,1
SRR24150272,0.5494519457226643,12.087942805898614,3.4340746607666515,1.5109928507373267,0.41208895929199824,9.340683077285293,21.153899910322572,0.6868149321533303,0.27472597286133216,6.318697375810639,15.247291493803933,0.5494519457226643,1.5109928507373267,1.648355837167993,20.87917393746124,9.890135023007957,0.41208895929199824,2.1978077828906573,0
